phrase,count,source,seed,cluster,intent,intent_label,intent_legacy,service_fit,priority
cloud text,1015,similar,частное облако,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
все эти базарят но эта со мною,957,similar,база знаний с ии,knowledge-base,negative,Негатив / шум,irrelevant,skip,P0-skip
чем отличается гта 5 легаси от энчантед,943,similar,развертывание llm,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
корпоративизм,932,similar,корпоративный rag,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
светя другим сгораю сам на латыни,911,similar,развертывание llm,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
локальные нейросети для изображений,343,popular,локальная нейросеть,automation-processes,solution_aware,Решение / автоматизация,commercial_medium,business-process-automation,P2-landing/ads
лучшие локальные нейросети,333,popular,локальная нейросеть,automation-processes,solution_aware,Решение / автоматизация,commercial_medium,business-process-automation,P2-landing/ads
как создать облачное хранилище,882,similar,приватное облако,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
касперский секьюрити центр,850,similar,kaspersky hybrid cloud,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
локальная модель нейросети,282,popular,локальная нейросеть,automation-processes,solution_aware,Решение / автоматизация,commercial_medium,business-process-automation,P2-landing/ads
обучение по тех защите информации,736,similar,защищенное облако,automation-processes,informational,Информационный,informational,blog,P4-blog
локальная нейросеть для генерации изображений,271,popular,локальная нейросеть,automation-processes,solution_aware,Решение / автоматизация,commercial_medium,business-process-automation,P2-landing/ads
частное облако,714,popular,частное облако,automation-processes,informational,Информационный,informational,blog,P4-blog
p l что это такое в бизнесе,711,similar,корпоративный ии,ai-corporate,informational,Информационный,informational,blog,P4-blog
система противопожарной защиты это,804,similar,безопасность облачной инфраструктуры,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
локальная нейросеть для видео,228,popular,локальная нейросеть,automation-processes,solution_aware,Решение / автоматизация,commercial_medium,business-process-automation,P2-landing/ads
запуск нейросети локально,202,popular,локальная нейросеть,automation-processes,solution_aware,Решение / автоматизация,commercial_medium,business-process-automation,P2-landing/ads
нейросеть локально текст,195,popular,локальная нейросеть,automation-processes,solution_aware,Решение / автоматизация,commercial_medium,business-process-automation,P2-landing/ads
лучшие облачные хранилища,751,similar,приватное облако,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
база знаний с ии,172,popular,база знаний с ии,knowledge-base,solution_aware,Решение / автоматизация,commercial_medium,enterprise-ai-assistant,P2-landing/ads
корпоративный ии сервис,165,popular,корпоративный ии,ai-corporate,solution_aware,Решение / автоматизация,commercial_medium,enterprise-ai-assistant,P2-landing/ads
топ локальных нейросетей,162,popular,локальная нейросеть,automation-processes,solution_aware,Решение / автоматизация,commercial_medium,business-process-automation,P2-landing/ads
создание локальных нейросетей,158,popular,локальная нейросеть,automation-processes,solution_aware,Решение / автоматизация,commercial_medium,business-process-automation,P2-landing/ads
нейросеть на локальном компьютере,157,popular,локальная нейросеть,automation-processes,solution_aware,Решение / автоматизация,commercial_medium,business-process-automation,P2-landing/ads
myaccount google com security,709,similar,информационная безопасность облака,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
локальная нейросеть на телефон,134,popular,локальная нейросеть,automation-processes,solution_aware,Решение / автоматизация,commercial_medium,business-process-automation,P2-landing/ads
локальная нейросеть для генерации видео,126,popular,локальная нейросеть,automation-processes,solution_aware,Решение / автоматизация,commercial_medium,business-process-automation,P3-seo
grok com нейросеть,131,similar,локальная нейросеть,automation-processes,solution_aware,Решение / автоматизация,commercial_medium,business-process-automation,P3-seo
корпоративный ии ассистент,111,popular,корпоративный ии,ai-corporate,solution_aware,Решение / автоматизация,commercial_medium,enterprise-ai-assistant,P3-seo
нейросети работающие локально,97,popular,локальная нейросеть,automation-processes,solution_aware,Решение / автоматизация,commercial_medium,business-process-automation,P3-seo
локальные нейросети 2026,95,popular,локальная нейросеть,automation-processes,solution_aware,Решение / автоматизация,commercial_medium,business-process-automation,P3-seo
безопасное расстояние это,649,similar,безопасность облачной инфраструктуры,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
использование нейросетей локально,88,popular,локальная нейросеть,automation-processes,solution_aware,Решение / автоматизация,commercial_medium,business-process-automation,P3-seo
защищенные облака,538,popular,защищенное облако,automation-processes,informational,Информационный,informational,blog,P4-blog
установка локальной нейросети,85,popular,локальная нейросеть,automation-processes,solution_aware,Решение / автоматизация,commercial_medium,business-process-automation,P3-seo
корпоративная ии платформа,84,popular,корпоративный ии,ai-corporate,solution_aware,Решение / автоматизация,commercial_medium,enterprise-ai-assistant,P3-seo
видеокарты для локальных нейросетей,76,popular,локальная нейросеть,automation-processes,solution_aware,Решение / автоматизация,commercial_medium,business-process-automation,P3-seo
comodo internet security,632,similar,kaspersky для виртуальных сред,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
локальные нейросети для картинок,63,popular,локальная нейросеть,automation-processes,solution_aware,Решение / автоматизация,commercial_medium,business-process-automation,P3-seo
локальные нейросети для программирования,62,popular,локальная нейросеть,automation-processes,solution_aware,Решение / автоматизация,commercial_medium,business-process-automation,P3-seo
https legal max ru ps,622,similar,развертывание llm,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
развертывание локальной нейросети,59,popular,локальная нейросеть,automation-processes,solution_aware,Решение / автоматизация,commercial_medium,business-process-automation,P3-seo
корпоративный rag,103,popular,корпоративный rag,automation-processes,technology_specific,Технология / стек,commercial_medium,business-process-automation,P3-seo
ии в корпоративном управлении,44,popular,корпоративный ии,ai-corporate,solution_aware,Решение / автоматизация,commercial_medium,enterprise-ai-assistant,P3-seo
корпоративный ии для бизнеса,36,popular,корпоративный ии,ai-corporate,solution_aware,Решение / автоматизация,commercial_medium,enterprise-ai-assistant,P3-seo
как включить виртуализацию в биос gigabyte,593,similar,kaspersky для виртуальных сред,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
ии корпоративная презентация,20,popular,корпоративный ии,ai-corporate,solution_aware,Решение / автоматизация,commercial_medium,enterprise-ai-assistant,P3-seo
астра линукс что это,580,similar,защита серверов linux,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
платформа корпоративных ии агентов,14,popular,корпоративный ии,ai-corporate,solution_aware,Решение / автоматизация,commercial_medium,enterprise-ai-assistant,P3-seo
айклауд com,569,similar,приватное облако,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
ии для создания корпоративного стиля,8,popular,корпоративный ии,ai-corporate,solution_aware,Решение / автоматизация,commercial_medium,enterprise-ai-assistant,P3-seo
база знаний с помощью ии,8,popular,база знаний с ии,knowledge-base,solution_aware,Решение / автоматизация,commercial_medium,enterprise-ai-assistant,P3-seo
ии в корпоративных финансах,7,popular,корпоративный ии,ai-corporate,solution_aware,Решение / автоматизация,commercial_medium,enterprise-ai-assistant,P3-seo
управляющая система безопасности,454,popular,управляемая безопасность,automation-processes,informational,Информационный,informational,blog,P4-blog
что такое корпоратив,555,similar,корпоративный rag,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
что такое облачное хранилище,509,similar,частное облако,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
кто осуществляет государственное управление охраной труда,509,similar,управляемая безопасность,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
zvirt виртуализация,476,similar,защита виртуальных машин,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
скачать локальную нейросеть,357,popular,локальная нейросеть,automation-processes,informational,Информационный,informational,blog,P4-blog
a simple life with my unobtrusive прохождение,432,similar,развертывание llm,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
корпоративное обучение ии,294,popular,корпоративный ии,ai-corporate,informational,Информационный,informational,blog,P4-blog
как включить аппаратную виртуализацию на пк,391,similar,защита виртуальных машин,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
gemini business,391,similar,корпоративный rag,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
kaspersky для виртуальных сред,274,popular,kaspersky для виртуальных сред,automation-processes,informational,Информационный,informational,blog,P4-blog
для чего предназначены защитные каски,364,similar,защита контейнеров,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
как управлять безопасностью,249,popular,управляемая безопасность,automation-processes,informational,Информационный,informational,blog,P4-blog
кто создал ядро линукс,355,similar,защита серверов linux,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
что такое защитное заземление,352,similar,защита контейнеров,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
kaspersky security для виртуальных сред,242,popular,kaspersky для виртуальных сред,automation-processes,informational,Информационный,informational,blog,P4-blog
регион сша для айфона ап стор,339,similar,развертывание llm,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
anti malware service executable что это,332,similar,защита виртуальных машин,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
mcafee что это за программа,326,similar,защита виртуальных машин,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
virtualization technology в биосе что это,303,similar,kaspersky для виртуальных сред,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
защита из контейнеров,192,popular,защита контейнеров,automation-processes,informational,Информационный,informational,blog,P4-blog
бесплатная локальная нейросеть,163,popular,локальная нейросеть,automation-processes,informational,Информационный,informational,blog,P4-blog
account security noreply accountprotection microsoft com,261,similar,безопасность облачной инфраструктуры,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
защита морского контейнера,148,popular,защита контейнеров,automation-processes,informational,Информационный,informational,blog,P4-blog
касперский онлайн проверка компьютера на вирусы,254,similar,kaspersky hybrid cloud,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
как запустить локальную нейросеть,141,popular,локальная нейросеть,automation-processes,informational,Информационный,informational,blog,P4-blog
как установить нейросеть локально,139,popular,локальная нейросеть,automation-processes,informational,Информационный,informational,blog,P4-blog
линукс чья операционная система,248,similar,защита серверов linux,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
управляющая безопасность дома,133,popular,управляемая безопасность,automation-processes,informational,Информационный,informational,blog,P4-blog
частное публичное облако,132,popular,частное облако,automation-processes,informational,Информационный,informational,blog,P4-blog
приватное облако,132,popular,приватное облако,automation-processes,informational,Информационный,informational,blog,P4-blog
kaspersky для виртуальных и облачных сред,130,popular,kaspersky для виртуальных сред,automation-processes,informational,Информационный,informational,blog,P4-blog
kaspersky endpoint security скачать дистрибутив,133,similar,защита серверов linux,automation-processes,informational,Информационный,informational,blog,P4-blog
kaspersky security для виртуальных и облачных сред,121,popular,kaspersky для виртуальных сред,automation-processes,informational,Информационный,informational,blog,P4-blog
как развернуть локальную нейросеть,117,popular,локальная нейросеть,automation-processes,informational,Информационный,informational,blog,P4-blog
защита от бпла контейнерами,110,popular,защита контейнеров,automation-processes,informational,Информационный,informational,blog,P4-blog
антивирус против майнера,213,similar,защита серверов linux,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
инфраструктура частного облака,96,popular,частное облако,automation-processes,informational,Информационный,informational,blog,P4-blog
управляющая служба безопасности,93,popular,управляемая безопасность,automation-processes,informational,Информационный,informational,blog,P4-blog
kaspersky легкий агент для виртуальных сред,89,popular,kaspersky для виртуальных сред,automation-processes,informational,Информационный,informational,blog,P4-blog
как включить virtualization technology в bios,193,similar,kaspersky для виртуальных сред,automation-processes,negative,Негатив / шум,irrelevant,skip,P0-skip
защита виртуальных машин,82,popular,защита виртуальных машин,automation-processes,informational,Информационный,informational,blog,P4-blog
kaspersky security для виртуальных сред легкий агент,81,popular,kaspersky для виртуальных сред,automation-processes,informational,Информационный,informational,blog,P4-blog
